avg_vol_3month,c_level,company_name,e_score,ebitda,employees,enterprise_value,fifty_day_moving_avg,forward_pe,g_score,held_by_insiders,held_by_institutions,hq,industry,market_cap,peg_ratio,profit_margin,return_on_assets,return_on_equity,revenue,s_score,sector,ticker_name,tot_cash,tot_debt,tot_esg_score,trailing_pe,twohundred_day_moving_avg
516.28k,,"Boston Private Financial Holdings, Inc.",,N/A,779, ,6.46,10.16,,1.25%,94.82%,"Ten Post Office Square Boston, MA 02109",Banks—Regional,507.16M, ,19.80%,0.71%,7.67%,309.99M,,Financial Services,BPFH,155.15M,996.43M,,8.49,8.22
297.1k,,"Bottomline Technologies (de), Inc.",,36.43M,"1,900",2.18B,49.57,37.31,,2.45%,94.12%,"325 Corporate Drive Portsmouth, NH 03801",Software—Infrastructure,2.17B, ,-0.61%,-0.04%,-0.70%,439.82M,,Technology,EPAY,182.29M,211.65M,,316.23,45.51
14.28M,,Boxlight Corporation,,-7.51M,68,104.29M,1.4468, ,,46.76%,5.02%,"1045 Progress Circle Lawrenceville, GA 30043",Communication Equipment,98.12M, ,-19.98%,-26.26%,-356.62%,33.76M,,Technology,BOXL,612.94k,6.78M,, ,1.0338
716.05k,,Brainstorm Cell Therapeutics Inc.,,-26.21M,34,368.19M,11.83, ,,22.34%,8.79%,1325 Avenue of Americas 28th Floor,Biotechnology,380.67M, ,0.00%,-110.21%,-564.21%,N/A,,Healthcare,BCLI,14.49M,2.02M,, ,7.18
6.14k,,Brainsway Ltd.,,-7.77M,107,53.72M,6.24, ,,2.79%,12.51%,Bynet Building 3rd Floor 19 Hartum Street Har Hotzvim,Diagnostics & Research,71.91M, ,-53.74%,-19.59%,-89.56%,22.08M,,Healthcare,BWAY,18.19M,N/A,, ,8.38
1.68M,,"Brickell Biotech, Inc.",,-23.4M,15,15.95M,1.0865, ,,14.31%,31.99%,5777 Central Avenue Suite 102,Biotechnology,22.95M, ,0.00%,-170.77%,N/A,5.47M,,Healthcare,BBI,7.13M,133k,, ,1.3944
101.2k,,"Bridge Bancorp, Inc.",,N/A,496, ,20.62,6.04,,9.25%,60.18%,"2200 Montauk Highway Bridgehampton, NY 11932",Banks—Regional,363.70M, ,30.11%,0.99%,10.04%,159.82M,,Financial Services,BDGE,234.18M,425.68M,,7.65,23.46
686.03k,,"BridgeBio Pharma, Inc.",,N/A,296,3.29B,31.03, ,,12.48%,96.07%,"421 Kipling Street Palo Alto, CA 94301",Biotechnology,3.72B, ,0.00%,-27.40%,-85.64%,40.56M,,Healthcare,BBIO,905.17M,472.53M,, ,30.62
1.31M,,"Bridgeline Digital, Inc.",,-4.21M,72,9.60M,1.8059, ,,9.40%,4.11%,100 Summit Drive Suite 916,Software—Infrastructure,9.45M, ,81.84%,-24.16%,101.81%,10.95M,,Technology,BLIN,234k,385k,,0.04,1.3677
67.8k,,"Bridgewater Bancshares, Inc.",,N/A,170, ,9.71,10.86,,16.56%,55.85%,3800 American Boulevard West Suite 100,Banks—Regional,274.46M, ,42.62%,1.42%,13.26%,74.68M,,Financial Services,BWB,67.67M,248.29M,,8.90,10.68
4.69k,,Bridgford Foods Corporation,,9.9M,564,176.73M,16.47, ,,80.98%,6.69%,"1308 North Patt Street Anaheim, CA 92801",Packaged Foods,154.31M, ,2.43%,2.65%,6.75%,191.94M,,Consumer Defensive,BRID,13.7M,36.13M,,33.33,18.73
332.38k,,Brightcove Inc.,,-203k,610,447.43M,8.02, ,,1.69%,87.39%,290 Congress Street 4th Floor,Software—Application,453.69M, ,-9.93%,-1.90%,-26.58%,189.62M,,Technology,BCOV,27.75M,19.3M,, ,8.05
1.2M,,"Brighthouse Financial, Inc.",,N/A,"1,330",-1.80B,29.60,3.43,,0.38%,95.76%,"11225 North Community House Road Charlotte, NC 28277",Insurance—Life,2.77B, ,33.39%,1.80%,27.94%,14.84B,,Financial Services,BHF,19.23B,16.19B,,0.63,30.79
214.33k,,"Brighthouse Financial, Inc.",,N/A,"1,330", ,25.43, ,,N/A,N/A,"11225 North Community House Road Charlotte, NC 28277",Insurance—Life,, ,33.39%,1.80%,27.94%,14.84B,,Financial Services,BHFAO,19.23B,16.19B,, ,25.41
43.12k,,"Brighthouse Financial, Inc.",,N/A,"1,330", ,25.55, ,,0.00%,22.97%,"11225 North Community House Road Charlotte, NC 28277",Insurance—Life,, ,33.39%,1.80%,27.94%,14.84B,,Financial Services,BHFAP,19.23B,16.19B,, ,25.47
31.8k,,Brilliant Acquisition Corporation,,N/A,, ,9.77, ,,N/A,N/A,99 Dan Ba Road C-9 Putuo District,Shell Companies,, ,0.00%,N/A,N/A,N/A,,Financial Services,BRLI,1.26k,233.83k,, ,9.77
139.21k,,Brilliant Acquisition Corporation,,N/A,, ,10.05, ,,N/A,N/A,99 Dan Ba Road C-9 Putuo District,Shell Companies,, ,0.00%,N/A,N/A,N/A,,Financial Services,BRLIU,1.26k,233.83k,, ,10.05
2.29M,3,Broadcom Inc.,8.9,10.11B,"19,000",155.32B,312.08,13.02,8.9,2.53%,84.85%,"1320 Ridder Park Drive San Jose, CA 95131",Semiconductors,127.55B,0.99,10.97%,3.12%,10.88%,22.89B,8.5,Technology,AVGO,9.21B,46.51B,26,56.94,283.92
18.81k,,Broadcom Inc.,,10.11B,"19,000", ,"1,114.27", ,,0.00%,106.80%,"1320 Ridder Park Drive San Jose, CA 95131",Semiconductors,, ,10.97%,3.12%,10.88%,22.89B,,Technology,AVGOP,9.21B,46.51B,, ,"1,058.59"
5.86M,,Broadway Financial Corporation,,N/A,62, ,2.0576, ,,60.90%,16.74%,5055 Wilshire Boulevard Suite 500,Banks—Regional,55.24M, ,-4.68%,-0.11%,-1.05%,11.03M,,Financial Services,BYFC,51.73M,119.68M,,30.80,1.5827
517.62k,,"Broadwind, Inc.",,8.04M,521,119.46M,4.0388,31.95,,15.12%,46.18%,"3240 South Central Avenue Cicero, IL 60804",Specialty Industrial Machinery,82.53M, ,-1.37%,0.33%,-6.11%,185.19M,,Industrials,BWEN,2.74M,39.88M,, ,2.3167
25.66k,,Brooge Energy Limited,,36.83M,,1.17B,9.59, ,,5.20%,3.16%,Al Sayegh Centre Hamdan Street PO Box 50170,Oil & Gas Midstream,1.07B, ,-173.66%,7.71%,-82.28%,44.09M,,Energy,BROG,19.83M,121M,,70.72,10.61
2.61M,1,Brookfield Property Partners L.P.,6.2,5.7B,"22,000",63.43B,11.06, ,7.8,0.83%,64.58%,73 Front Street 5th Floor,Real Estate Services,10.27B, ,5.26%,3.08%,4.68%,9.7B,9.7,Real Estate,BPY,1.78B,59.17B,24,10.26,12.61
32.6k,,Brookfield Property Partners L.P.,,5.7B,"22,000", ,17.38, ,,0.00%,63.19%,73 Front Street 5th Floor,Real Estate Services,, ,5.26%,3.08%,4.68%,9.7B,,Real Estate,BPYPN,1.78B,59.17B,, ,18.23
35.42k,,Brookfield Property Partners L.P.,,5.7B,"22,000", ,19.25, ,,0.00%,64.49%,73 Front Street 5th Floor,Real Estate Services,, ,5.26%,3.08%,4.68%,9.7B,,Real Estate,BPYPO,1.78B,59.17B,, ,21.10
25.48k,,Brookfield Property Partners L.P.,,5.7B,"22,000", ,19.35, ,,0.00%,36.68%,73 Front Street 5th Floor,Real Estate Services,, ,5.26%,3.08%,4.68%,9.7B,,Real Estate,BPYPP,1.78B,59.17B,, ,21.48
1.18M,,Brookfield Property REIT Inc.,,953.17M,,16.87B,11.27, ,,0.98%,86.96%,Brookfield Place 250 Vesey Street 15th Floor,REIT—Retail,625.52M, ,19.76%,1.29%,12.25%,1.62B,,Real Estate,BPYU,224.1M,16.23B,,1.65,11.59
78.55k,,Brookfield Property REIT Inc.,,953.17M,, ,16.58, ,,0.00%,22.06%,Brookfield Place 250 Vesey Street 15th Floor,REIT—Retail,, ,19.76%,1.29%,12.25%,1.62B,,Real Estate,BPYUP,224.1M,16.23B,, ,17.35
444.42k,,"Brookline Bancorp, Inc.",,N/A,763, ,9.66,12.64,,2.54%,83.03%,"131 Clarendon Street Boston, MA 02116",Banks—Regional,792.38M, ,21.35%,0.56%,5.10%,220.48M,,Financial Services,BRKL,256.91M,1.43B,,16.65,11.67
529.97k,,"Brooks Automation, Inc.",,116.77M,"3,000",3.16B,43.74,30.96,,2.08%,99.93%,"15 Elizabeth Drive Chelmsford, MA 01824",Semiconductor Equipment & Materials,3.32B, ,52.98%,2.34%,3.01%,833.82M,,Technology,BRKS,242.44M,86.93M,,118.61,38.14
287.1k,,"BRP Group, Inc.",,21.59M,700,1.42B,16.16, ,,0.87%,96.49%,4010 West Boy Scout Boulevard Suite 200,Insurance Brokers,1.41B, ,-4.43%,1.35%,-23.07%,162.16M,,Financial Services,BRP,52.12M,60.36M,,1.39k,13.95
148.04k,,BRP Inc.,,N/A,"12,600",5.09B,40.98,18.55,,2.53%,77.77%,"726 Saint-Joseph Street Valcourt, QC J0E 2L0",Recreational Vehicles,3.70B, ,2.04%,8.83%,N/A,N/A,,Consumer Cyclical,DOOO,N/A,N/A,,50.52,35.92
706.38k,,Bruker Corporation,,348.6M,"7,230",6.97B,41.18,35.84,,33.55%,70.38%,"40 Manning Road Billerica, MA 01821",Medical Devices,6.77B, ,8.69%,6.56%,19.04%,2.04B,,Healthcare,BRKR,861M,1.07B,,38.85,42.48
95.97k,,Bryn Mawr Bank Corporation,,N/A,632, ,26.80,20.00,,1.56%,78.43%,"801 Lancaster Avenue Bryn Mawr, PA 19010",Banks—Regional,559.97M, ,19.17%,0.73%,6.13%,191.04M,,Financial Services,BMTC,472.32M,238.06M,,15.52,30.22
51.73k,,BSQUARE Corporation,,-3.63M,75,10.93M,1.5482, ,,10.48%,30.38%,110 110th Avenue NE Suite 300,Software—Application,19.39M, ,-11.18%,-10.56%,-54.31%,60.92M,,Technology,BSQR,10.04M,1.59M,, ,1.3159
1.12M,,"Builders FirstSource, Inc.",,487.22M,"15,800",4.41B,21.41,16.86,,1.78%,97.81%,2001 Bryan Street Suite 1600,Building Products & Equipment,2.71B,2.01,2.62%,7.05%,26.58%,7.44B,,Industrials,BLDR,163.87M,1.86B,,14.01,20.27
441.78k,,Burning Rock Biotech Limited,,N/A,753,2.56B,27.25, ,,N/A,N/A,"Building 3, Standard Industrial Unit 2 Room 601, 6th Floor No. 7, Luoxuan 4th Road International Bio Island",Diagnostics & Research,2.65B, ,-59.75%,N/A,N/A,N/A,,Healthcare,BNR,N/A,N/A,, ,27.25
64.22k,,"Business First Bancshares, Inc.",,N/A,367, ,14.69,8.98,,10.01%,45.38%,500 Laurel Street Suite 101,Banks—Regional,283.76M, ,25.36%,1.03%,8.20%,89.15M,,Financial Services,BFST,109.24M,195.52M,,8.22,16.93
7.32k,,C&F Financial Corporation,,N/A,643, ,33.33, ,,5.86%,34.63%,802 Main Street PO Box 391,Banks—Regional,108.34M, ,15.67%,0.94%,9.70%,105.76M,,Financial Services,CFFI,64.53M,91.34M,,5.53,38.79
173.21k,,"Cabaletta Bio, Inc.",,N/A,29,215.33M,10.29, ,,14.29%,68.02%,2929 Arch Street Suite 600,Biotechnology,346.33M, ,0.00%,N/A,-25.34%,N/A,,Healthcare,CABA,131M,N/A,, ,10.70
209.02k,,Cabot Microelectronics Corporation,,368.69M,"2,000",5.12B,140.46,21.23,,1.05%,104.99%,"870 North Commons Drive Aurora, IL 60504",Semiconductor Equipment & Materials,4.38B, ,6.27%,6.49%,6.89%,1.12B,,Technology,CCMP,340.7M,1.15B,,64.47,134.88
2.02M,0,"Cadence Design Systems, Inc.",1.2,663.1M,"8,100",28.21B,96.50,41.15,5.5,1.42%,97.13%,2655 Seely Avenue Building 5,Software—Application,28.70B,3.75,41.73%,10.05%,55.13%,2.44B,10.5,Technology,CDNS,1.19B,696.39M,17,28.36,79.69
201.67k,,Cadiz Inc.,,-12.77M,9,443.32M,10.48, ,,2.06%,63.22%,550 South Hope Street Suite 2850,Utilities—Regulated Water,365.36M, ,0.00%,-11.02%,N/A,446k,,Utilities,CDZI,10.52M,88.53M,, ,10.44
16.72M,,"Eldorado Resorts, Inc.",,604.79M,"15,500",43.38B,15.77, ,,0.88%,107.73%,100 West Liberty Street Suite 1150,Resorts & Casinos,26.27B, ,-5.62%,4.07%,-13.26%,2.37B,,Services,CZR,703.13M,4.11B,,84.43,13.25
113.24k,,Caesarstone Ltd.,,67.94M,"1,501",331.04M,11.25,18.80,,40.46%,43.21%,Kibbutz Sdot-Yam Menashe 3780400,Building Products & Equipment,389.76M, ,2.93%,3.54%,3.37%,544.33M,,Industrials,CSTE,131.86M,73.14M,,24.63,11.22
768.23k,,"Caladrius Biosciences, Inc.",,-19.49M,27,18.01M,2.0609, ,,10.89%,20.84%,110 Allen Road 2nd Floor,Biotechnology,38.41M, ,0.00%,-38.54%,-73.76%,N/A,,Healthcare,CLBS,20.75M,875k,, ,2.2596
255.69k,,Calamos Convertible and High Income Fund,,N/A,, ,11.33, ,,8.06%,50.36%,"2020 Calamos Court Naperville, IL 60563-2787",Asset Management,839.45M, ,-4.96%,2.62%,-0.38%,61.94M,,Financial Services,CHY,N/A,403.16M,,9.43,10.57
83.52k,,Calamos Dynamic Convertible and Income Fund,,N/A,, ,21.42, ,,19.12%,31.28%,"2020 Calamos Court Naperville, IL 60563-2787",Asset Management,532.80M, ,0.00%,N/A,N/A,N/A,,Financial Services,CCD,N/A,N/A,,36.27,19.54
204k,,Calamos Global Dynamic Income Fund,,N/A,, ,7.45, ,,7.29%,23.65%,"2020 Calamos Court Naperville, IL 60563-2787",Asset Management,447.47M, ,-176.90%,1.42%,-9.15%,23.07M,,Financial Services,CHW,48.34k,169.06M,,10.66,7.21
337.28k,,Calamos Strategic Total Return Fund,,N/A,, ,12.70, ,,0.18%,41.85%,"2020 Calamos Court Naperville, IL 60563-2787",Asset Management,2.02B, ,-89.61%,1.19%,-3.97%,84.71M,,Financial Services,CSQ,N/A,913.37M,,7.68,12.08
415.93k,,CalAmp Corp.,,11.28M,"1,080",385.71M,7.80,37.88,,3.97%,75.67%,15635 Alton Parkway Suite 250,Communication Equipment,260.48M,3.16,-23.80%,-1.84%,-52.44%,357.25M,,Technology,CAMP,104.07M,235.29M,,320.00,7.56
48.23k,,California BanCorp,,N/A,133, ,14.25, ,,8.91%,11.63%,1300 Clay Street Suite 500,Banks—Regional,111.67M, ,12.79%,0.50%,4.40%,43.81M,,Financial Services,CALB,140.61M,39.1M,,19.90,15.91
741.64k,,"Calithera Biosciences, Inc.",,-93.1M,90,225.38M,5.28, ,,0.64%,77.15%,343 Oyster Point Boulevard Suite 200,Biotechnology,363.49M, ,0.00%,-41.53%,-77.57%,N/A,,Healthcare,CALA,135.1M,7.79M,, ,5.88
71.3k,,Calliditas Therapeutics AB (publ),,N/A,17,511.73M,21.75, ,,N/A,N/A,"Kungsbron 1, C8 Stockholm 111 22",Drug Manufacturers—Specialty & Generic,593.77M, ,-29.00%,-5.24%,-8.27%,N/A,,Healthcare,CALT,N/A,N/A,, ,21.69
347.22k,,"Cal-Maine Foods, Inc.",,64.37M,"3,461",1.99B,43.66, ,,31.07%,74.77%,"3320 West Woodrow Wilson Avenue Jackson, MS 39209",Farm Products,2.14B, ,1.36%,0.33%,1.83%,1.35B,,Consumer Defensive,CALM,232.29M,3.39M,,36.20,40.73
191.01k,,"Calumet Specialty Products Partners, L.P.",,267.2M,"1,500",1.57B,2.5997, ,,20.83%,17.38%,2780 Waterfront Parkway East Drive Suite 200,Oil & Gas E&P,233.09M, ,-2.21%,5.03%,-164.20%,3.29B,,Energy,CLMT,103.7M,1.54B,,17.11,2.6947
70.83k,,"Calyxt, Inc.",,-41.09M,75,121.89M,5.0006, ,,69.28%,22.95%,"2800 Mount Ridge Road Roseville, MN 55113",Packaged Foods,149.34M, ,0.00%,-28.60%,-61.75%,9.52M,,Consumer Defensive,CLXT,46.01M,18.55M,, ,4.8899
27.67k,,Cambridge Bancorp,,N/A,312, ,55.33, ,,8.72%,47.04%,"1336 Massachusetts Avenue Cambridge, MA 02138",Banks—Regional,388.22M, ,22.47%,1.05%,11.19%,117M,,Financial Services,CATC,59.79M,142.22M,,10.74,59.09
2.64M,,Canaan Inc.,,N/A,333,300.78M,2.0202, ,,0.00%,2.99%,Dicara Silver Tower 30th Floor 29 Jiefang East Road Jianggan District,Computer Hardware,333.72M, ,-69.73%,N/A,-223.18%,N/A,,Technology,CAN,N/A,N/A,, ,3.8816
65.3k,,"Cancer Genetics, Inc.",,-2.18M,110,5.07M,3.1900, ,,16.38%,15.06%,201 Route 17 North 2nd Floor,Biotechnology,7.03M, ,-47.33%,-6.70%,-90.13%,6.91M,,Healthcare,CGIX,3.59M,1.83M,, ,3.4616
121.92k,,Camtek Ltd.,,19.26M,322,475.14M,12.91, ,,46.59%,30.11%,Ramat Gavriel Industrial Zone PO Box 544,Semiconductor Equipment & Materials,565.73M, ,14.39%,6.99%,14.16%,130.2M,,Technology,CAMT,90.59M,N/A,,32.47,11.31
909.84k,,Canadian Solar Inc.,,554.48M,"13,478",3.03B,20.61, ,,23.43%,49.13%,"545 Speedvale Avenue West Guelph, ON N1K 1E6",Solar,1.36B, ,8.45%,4.66%,21.31%,3.54B,,Technology,CSIQ,618.64M,1.8B,,4.63,19.39
1.95k,,Canterbury Park Holding Corporation,,6.51M,281,50.39M,10.83, ,,45.12%,24.02%,"1100 Canterbury Road Shakopee, MN 55379",Gambling,50.23M, ,4.98%,3.68%,6.03%,58.59M,,Consumer Cyclical,CPHC,459.29k,163.18k,,16.98,11.00
13.78k,,"Capital Bancorp, Inc.",,N/A,244, ,10.53, ,,40.74%,27.80%,2275 Research Boulevard Suite 600,Banks—Regional,147.90M, ,17.29%,1.13%,13.01%,99.75M,,Financial Services,CBNK,199.71M,42.95M,,9.07,11.83
100.6k,,Capital Product Partners L.P.,,85.92M,,500.49M,8.44,35.46,,17.26%,22.22%,"Capital Building 3, Iassonos Street",Marine Shipping,150.88M, ,20.03%,3.21%,5.86%,115.24M,,Industrials,CPLP,16.34M,365.95M,,6.48,9.34
444.94k,,Capitala Finance Corp.,,N/A,,416.48M,2.6994,4.20,,6.24%,16.24%,4201 Congress Street Suite 360,Asset Management,39.20M, ,-182.01%,3.66%,-48.45%,38.42M,,Financial Services,CPTA,56.43M,275.24M,, ,4.6907
5.85M,,"Capricor Therapeutics, Inc.",,-7.12M,16,71.94M,4.97, ,,9.21%,3.69%,8840 Wilshire Boulevard 2nd Floor,Biotechnology,85.16M, ,0.00%,-39.74%,-108.11%,960.22k,,Healthcare,CAPR,13.22M,N/A,, ,3.21
49.97k,,"Capstar Financial Holdings, Inc.",,N/A,286, ,11.38,10.91,,19.46%,40.09%,1201 Demonbreun Street Suite 700,Banks—Regional,238.72M, ,22.00%,0.87%,7.13%,88.23M,,Financial Services,CSTR,368.82M,39.46M,,10.67,12.01
237.18k,,Capstone Turbine Corporation,,-14.65M,100,61.77M,2.9662, ,,2.50%,11.53%,"16640 Stagg Street Van Nuys, CA 91406",Specialty Industrial Machinery,43.32M, ,-31.77%,-13.21%,-121.07%,68.93M,,Industrials,CPST,15.07M,33.51M,, ,2.3671
814.06k,,"Cardiff Oncology, Inc.",,-16.35M,12,85.29M,4.0447, ,,0.19%,11.40%,"11055 Flintkote Avenue San Diego, CA 92121",Biotechnology,93.05M, ,0.00%,-79.89%,-209.71%,250.31k,,Healthcare,CRDF,9.28M,1.52M,,1.23,2.9406
769.95k,,"Cardlytics, Inc.",,-16.37M,446,1.89B,73.31, ,,9.08%,84.58%,675 Ponce de Leon Avenue NE Suite 6000,Internet Content & Information,1.98B, ,-11.08%,-7.90%,-26.26%,219.95M,,Communication Services,CDLX,102.17M,12.67M,, ,65.33
616.12k,,"CareDx, Inc",,-18.31M,306,1.62B,33.63, ,,2.49%,97.01%,"1 Tower Place South San Francisco, CA 94080",Diagnostics & Research,1.64B, ,-14.53%,-10.67%,-20.57%,139.47M,,Healthcare,CDNA,32.19M,19.3M,, ,26.72
1.67M,,"CarGurus, Inc.",,48.9M,921,2.75B,25.74,92.59,,12.24%,101.30%,2 Canal Park 4th Floor,Internet Content & Information,2.82B,2.90,6.91%,6.74%,17.28%,611.33M,,Communication Services,CARG,155.73M,77.56M,,67.76,25.59
848.61k,,"Carrols Restaurant Group, Inc.",,63.42M,"31,500",1.60B,4.87, ,,34.74%,59.74%,968 James Street PO Box 6969,Restaurants,268.89M, ,-2.80%,-0.74%,-18.30%,1.52B,,Consumer Cyclical,TAST,41.27M,1.38B,, ,4.01
1.87M,,"Carver Bancorp, Inc.",,N/A,108, ,6.08, ,,63.62%,9.83%,"75 West 125th Street New York, NY 10027",Banks—Regional,22.49M, ,-25.23%,-0.89%,-10.58%,20.47M,,Financial Services,CARV,38.71M,44.29M,, ,3.07
341.59k,,"Casa Systems, Inc.",,19.34M,997,531.66M,4.3771, ,,25.37%,68.68%,"100 Old River Road Andover, MA 01810",Communication Equipment,373.68M, ,-9.59%,0.58%,-60.76%,330.43M,,Technology,CASA,134.75M,292.73M,,39.27,3.9840
284.32k,,"Casella Waste Systems, Inc.",,145.14M,"2,500",3.20B,51.44,120.48,,3.55%,99.91%,"25 Green Hill Lane Rutland, VT 05701",Waste Management,2.59B, ,4.50%,4.30%,34.15%,762.54M,,Industrials,CWST,26.22M,646.71M,,74.57,48.68
301.16k,,"Casey's General Stores, Inc.",,647.82M,"17,282",7.39B,154.78,25.71,,0.42%,87.11%,"One SE Convenience Boulevard Ankeny, IA 50021",Grocery Stores,6.06B,2.57,3.25%,6.46%,17.29%,8.11B,,Consumer Defensive,CASY,78.28M,1.43B,,23.18,156.10
56.3k,,"Cass Information Systems, Inc.",,50.27M,875, ,38.61, ,,15.57%,66.09%,12444 Powerscourt Drive Suite 550,Specialty Business Services,560.86M, ,17.54%,N/A,N/A,156.99M,,Industrials,CASS,163.19M,7.15M,,19.06,41.87
4.33M,,"Cassava Sciences, Inc.",,-4.78M,9,56.36M,3.0385,45.25,,10.47%,21.16%,7801 North Capital of Texas Highway Suite 260,Biotechnology,81.90M, ,0.00%,-13.27%,-20.39%,N/A,,Healthcare,SAVA,25.6M,67k,, ,5.2086
10.68M,,Castor Maritime Inc.,,2.33M,1,37.98M,0.4525, ,,16.18%,1.91%,223 Christodoulou Chatzipavlou street Hawaii Royal Gardens,Marine Shipping,28.85M, ,9.94%,N/A,N/A,7.77M,,Industrials,CTRM,12.92M,22.05M,,2.94,0.8166
211.88k,,"Catabasis Pharmaceuticals, Inc.",,-28.77M,27,64.59M,6.74, ,,0.57%,40.87%,Building 1400E Suite B14202 One Kendall Square,Biotechnology,117.94M, ,0.00%,-31.67%,-54.46%,N/A,,Healthcare,CATB,55.1M,1.75M,, ,5.67
338.92k,,"Catalyst Biosciences, Inc.",,-46.51M,34,25.27M,6.33, ,,5.59%,53.99%,611 Gateway Boulevard Suite 710,Biotechnology,128.11M, ,-269.75%,-26.21%,-43.42%,16.37M,,Healthcare,CBIO,104.53M,1.69M,, ,6.14
436.89k,,Cathay General Bancorp,,N/A,"1,219", ,25.85,9.76,,5.66%,73.17%,"777 North Broadway Los Angeles, CA 90012",Banks—Regional,2.04B, ,44.27%,1.46%,11.59%,585.78M,,Financial Services,CATY,477.77M,695.02M,,7.93,27.99
57.61k,,"Cavco Industries, Inc.",,89.19M,"5,000",1.50B,189.40, ,,6.25%,93.30%,3636 North Central Avenue Suite 1200,Residential Construction,1.73B, ,7.07%,6.79%,13.20%,1.06B,,Consumer Cyclical,CVCO,256.41M,29.87M,,23.22,180.45
24.19k,,"CB Financial Services, Inc.",,N/A,266, ,22.10,12.33,,10.04%,27.32%,"100 North Market Street Carmichaels, PA 15320",Banks—Regional,102.00M, ,24.75%,0.93%,8.30%,49.2M,,Financial Services,CBFV,78.1M,47.17M,,8.48,23.87
702.1k,,"CBAK Energy Technology, Inc.",,-4.75M,374,89.00M,0.8482, ,,43.78%,0.81%,CBAK Industrial Park Meigui Street Huayuankou Economic Zone,Electrical Equipment & Parts,55.53M, ,-43.22%,-4.14%,-143.87%,23.92M,,Industrials,CBAT,205.31k,33.64M,, ,0.6171
763.58k,2,"Cboe Global Markets, Inc.",3.0,857.3M,823,10.80B,95.44,17.73,9.5,0.52%,85.96%,"400 South LaSalle Street Chicago, IL 60605",Financial Data & Stock Exchanges,10.01B, ,15.52%,8.27%,13.11%,2.82B,9.2,Financial Services,CBOE,208.8M,1.01B,22,23.33,103.20
74.5k,,"CBTX, Inc.",,N/A,500, ,19.10, ,,29.35%,31.83%,9 Greenway Plaza Suite 110,Banks—Regional,446.34M, ,33.51%,1.42%,9.19%,141.96M,,Financial Services,CBTX,267.49M,75.86M,,9.42,21.51
819.09k,2,"CDK Global, Inc.",1.4,701.3M,"9,000",7.90B,41.99,14.79,5.7,0.35%,87.84%,"1950 Hassell Road Hoffman Estates, IL 60169",Software—Application,5.42B, ,0.34%,12.31%,N/A,2B,12.7,Technology,CDK,284.5M,2.83B,20,22.74,42.63
93.25k,,CECO Environmental Corp.,,29.41M,830,289.24M,6.52,16.45,,13.04%,70.18%,14651 North Dallas Parkway Suite 500,Pollution & Treatment Controls,250.24M,1.10,5.73%,2.88%,10.35%,336.34M,,Industrials,CECE,82.53M,121.53M,,12.85,6.11
32.54k,,Celcuity Inc.,,-7.78M,27,41.39M,6.99, ,,50.78%,22.05%,16305-36th Avenue North Suite 100,Diagnostics & Research,58.05M, ,0.00%,-23.49%,-37.51%,N/A,,Healthcare,CELC,16.88M,195.04k,, ,7.82
1.1M,,Cellect Biotechnology Ltd.,,N/A,14,-3.89M,3.1841, ,,9.32%,25.19%,23 Hata'as Street Kfar Saba 44425,Biotechnology,3.14M, ,0.00%,-38.18%,-65.02%,N/A,,Healthcare,APOP,N/A,N/A,, ,2.5764
922.62k,,"Cellectar Biosciences, Inc.",,-14.29M,8,28.39M,1.3394, ,,2.58%,29.70%,"100 Campus Drive Florham Park, NJ 07932",Biotechnology,33.84M, ,0.00%,-84.91%,-191.20%,N/A,,Healthcare,CLRB,7.09M,502.21k,, ,1.7482
213.4k,,Cellectis S.A.,,-84.79M,253,437.61M,17.27, ,,0.00%,28.78%,"8, rue de la Croix Jarry Paris 75013",Biotechnology,733.71M, ,-93.42%,-10.94%,-20.15%,71.47M,,Healthcare,CLLS,325.74M,50.04M,, ,15.28
3.85M,,Celsion Corporation,,-19.75M,29,34.24M,3.0659, ,,1.29%,15.61%,997 Lenox Drive Suite 100,Biotechnology,38.53M, ,0.00%,-30.34%,-103.93%,500k,,Healthcare,CLSN,15.63M,11.34M,, ,1.8114
732.22k,,"Celsius Holdings, Inc.",,1.79M,120,999.91M,11.65, ,,62.95%,14.99%,2424 North Federal Highway Suite 208,Beverages—Non-Alcoholic,1.01B, ,-1.28%,0.66%,-2.51%,88.85M,,Consumer Defensive,CELH,19.09M,9.38M,,36.47,7.10
6.13M,,"Cemtrex, Inc.",,-1.98M,273,32.51M,1.7691, ,,20.36%,10.77%,276 Greenpoint Avenue Suite 208,Software—Infrastructure,24.72M, ,-44.22%,-3.92%,-33.88%,46.16M,,Technology,CETX,2.82M,15.77M,, ,1.2691
3.35k,,"Cemtrex, Inc.",,-1.98M,273, ,1.9483, ,,N/A,N/A,276 Greenpoint Avenue Suite 208,Software—Infrastructure,, ,-44.22%,-3.92%,-33.88%,46.16M,,Technology,CETXP,2.82M,15.77M,, ,1.4154
17.52M,,"Centennial Resource Development, Inc.",,538.39M,195,1.38B,1.0504,6.37,,1.97%,107.08%,1001 Seventeenth Street Suite 1800,Oil & Gas E&P,254.34M, ,-56.81%,-7.83%,-17.61%,922.53M,,Energy,CDEV,3.84M,1.13B,,31.00,1.5067
